epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
2,290,0.36231552795055627,0.12892781894045563,0.34913109990028557,0.10788619533264233,0.34849960281806264,0.10946531297795473,0.3622700321239911,0.12774843305159084
2,435,0.31515489864696206,0.09563449574527681,0.3050134141840693,0.08642177292479829,0.3058717473549632,0.08886550798738146,0.3156644032156138,0.09551037826458642
2,580,0.3753306964983972,0.12702094874389697,0.36891418918750135,0.1114226216262566,0.3679654689817945,0.11044828088687342,0.37458553275458667,0.12587910347586498
2,725,0.3684260765944515,0.12531826824791228,0.3536171562834845,0.10903575905593228,0.354152799631574,0.11085762605465484,0.3661109062494068,0.12467083489984306
2,-1,0.368207479914725,0.12515087193616556,0.35336655995428107,0.10887538808091236,0.35391327334190903,0.11065644885417589,0.3659076144116046,0.12451694115151536
3,145,0.310301177558753,0.11152979921607319,0.29960821719616143,0.09758633199037262,0.3002718279834961,0.0984230817856069,0.3070044161858651,0.11106383540442984
3,290,0.31417395592080494,0.10879891664721635,0.3056494428765823,0.10008211945983878,0.30707286234149506,0.10125968317229923,0.3110111426889514,0.108426099762907
3,435,0.32487554835113935,0.09941310795098186,0.3229590687301844,0.09477321650477023,0.3220424950965776,0.09429758846324511,0.3262053513066122,0.09891063052940638
3,580,0.31132444516064367,0.09778079721692817,0.3010404926636544,0.08896847327970275,0.2998410858091769,0.0881325373616662,0.3126037106932954,0.09777252962765096
3,725,0.32064100493569087,0.10772724072250295,0.3069030794905571,0.09341726233288554,0.3064648010539938,0.09248817564651436,0.3216068602144207,0.10768009681458941
3,-1,0.3204236359367754,0.10777027957420805,0.3063635337259852,0.09319928303869172,0.3059291885238722,0.0923065578569179,0.32144395169492146,0.10770942526651614
4,145,0.33722284493626503,0.11984744732739872,0.32949415922282316,0.10282592485136968,0.3292903410186401,0.10292909364716528,0.33776574621127914,0.12008567346460093
4,290,0.3513711689986244,0.1338686600985488,0.34768887580036295,0.11856229792958331,0.3475412179380532,0.12033666789188373,0.35232582056353146,0.13426288460315236
4,435,0.31848524520154026,0.10498274017761579,0.31403835128219,0.09588446474740314,0.3121601227415654,0.09562704549444173,0.3187569459579813,0.10475827968263728
4,580,0.3436190054221846,0.12261228805349979,0.33614662754486707,0.11139480442563816,0.33537671277523773,0.11206870356630765,0.3453055363013774,0.12251612674529501
4,725,0.35072792086307025,0.12366143107621375,0.3420712815070658,0.10994243264064626,0.3412634504387316,0.11098530692375916,0.35050207535642497,0.12296901539948694
4,-1,0.35059883668382735,0.12354497014342929,0.34194259410931627,0.10983809510893625,0.34114029507432325,0.11092827146257543,0.35034401462785236,0.12282604121869824
5,145,0.34027859712510733,0.11723904202941401,0.32955180870592127,0.09878272727867292,0.3283919735593641,0.09958517446199805,0.3397228876072981,0.11663486279425865
5,290,0.339570551901578,0.1191978116167868,0.3334234521623333,0.10075881874556661,0.3315753075890761,0.10061934311824501,0.33896171299434286,0.11882194623225412
5,435,0.34330244955017725,0.12046250588187932,0.3370565480999173,0.10010363435691684,0.3347767394535821,0.10031160878717557,0.34299675677304187,0.12056148812026395
5,580,0.3637142665874556,0.1296469963451919,0.3591188798568833,0.11202660695492135,0.3565974621193662,0.11211639481965427,0.36429440572029453,0.12965746389464813
5,725,0.3401663436095026,0.12106429353541397,0.3368559593571788,0.10615145445809827,0.3336788430476606,0.10608250666994368,0.3398984159169911,0.12061436923047297
5,-1,0.3401896945990773,0.12116176006835751,0.33685389035858815,0.10618674964863853,0.3336718248397732,0.10610110251163571,0.3399238363581532,0.1207054149663055
6,145,0.334819569576458,0.11854055040357922,0.3328520219737996,0.10620826096737601,0.3304900142779597,0.10648366170570935,0.3355602245234575,0.11822196638063542
6,290,0.3472911775210552,0.12381140166839295,0.344940718039292,0.11019924129803853,0.34265708284472846,0.11011830809642692,0.3474077000339329,0.1233239114447076
6,435,0.33285497472206094,0.12392237612499762,0.3359827979792236,0.11129542780410293,0.33386256632405004,0.11002942810178526,0.33147915472280276,0.12350503397303045
6,580,0.3383843696837598,0.12534989520142084,0.33768233717874857,0.11063545721851396,0.3352925565021752,0.10914053135643337,0.3381426969099321,0.1248943762740998
6,725,0.3325966750511669,0.12360298266705204,0.33202800335647126,0.10821592654361688,0.32987823049239473,0.10682222179766097,0.33146507063528285,0.12315679526932287
6,-1,0.33258470727119194,0.12364463472137521,0.33195899015507385,0.10818524196764402,0.3298120442103683,0.1067979350293231,0.3314481094981807,0.12317456573190737
7,145,0.3305188780597065,0.12122962804124932,0.3317338501302899,0.10722213099258632,0.32948461372137805,0.10581492638083592,0.32903898457378505,0.1208157645309613
7,290,0.32937175855268747,0.11925484940551595,0.33106990081665705,0.1053757534978773,0.32890886541189884,0.10377551089549888,0.3282411335808747,0.1188278282801341
7,435,0.32988125395540485,0.1183449901339862,0.3305832795094961,0.10433195263991772,0.3284778613540726,0.10268278688245217,0.3288106790696897,0.11790721880354813
7,580,0.32731282380602345,0.11821266748709194,0.3282204814179281,0.10402193391446103,0.3261499577252869,0.10236008606653409,0.3262317126993571,0.11772653672657556
7,725,0.32685210561230893,0.11782808635203786,0.32763167585474157,0.10370825988949814,0.32551819246189384,0.10199363763738524,0.3258095052694769,0.11739989155354436
7,-1,0.32685190663743036,0.117828474395881,0.3276315066323911,0.10370849741064321,0.3255180309428627,0.10199396766319818,0.3258092751251459,0.11739935244109165
