epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.2555613395608003,0.0748654865529266,0.223805513498572,0.0326211046200917,0.2216362287876356,0.0338065579181027,0.255543294950909,0.084429589480339
0,0,0.2892879065848849,0.0720659702349523,0.2525312178659878,0.0217411069784186,0.2500610440944805,0.0243466414100735,0.2871146998544954,0.0869885830721921
0,0,0.2892879065848849,0.0720659702349523,0.2525312178659878,0.0217411069784186,0.2500610440944805,0.0243466414100735,0.2871146998544954,0.0869885830721921
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.2825573334334184,0.0831659969387496,0.2545089290768383,0.0505019704741014,0.2592954321916973,0.0479995271637898,0.2851325802582409,0.0911339684728007
0,0,-0.2393540536776258,-0.1999999999999999,0.8267555453568882,0.6,0.8638461098304556,0.7,-0.3693232111123181,-0.1999999999999999
0,0,-0.2393540536776258,-0.1999999999999999,0.8267555453568882,0.6,0.8638461098304556,0.7,-0.3693232111123181,-0.1999999999999999
0,0,0.2191926377072473,0.0875663515073395,0.1233591255221792,0.1448231211160881,0.1303231811176232,0.1514998752902626,0.2429078238089855,0.083819683697371
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.2482738416534756,0.0442099786806087,0.2237905841982271,0.0011031871363392,0.2300493888181957,0.0009704752970099,0.2501602307826911,0.0540556534834322
0,0,-0.2480132364363151,-0.1999999999999999,0.8232697697625566,0.6,0.8644716253194201,0.7,-0.3777864857801422,-0.1999999999999999
0,0,0.2490497976183232,0.0446955727509826,0.2241009535608395,0.0011663352735155,0.23021657885515,0.0013405395202182,0.2509920331804663,0.0547687430294483
0,0,0.2325089927590506,0.0555612602593368,0.2105169649392221,0.0125476577072788,0.2146788051981609,0.0127345267604386,0.2329617894169023,0.0653469718768839
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
0,0,0.231936243948818,0.05488633165528,0.2102106894202308,0.0124668525497337,0.2143767901728441,0.0122081080140698,0.2324051610249481,0.0649041068036306
